category	day_of_week	description	incident_num	latitude	longitude	date	resolution
MISSING PERSON	Sunday	FOUND PERSON	160213743	37.77974016428	-122.470709823863	2016-03-13T21:00:00Z	NONE
LARCENY/THEFT	Monday	ATTEMPTED THEFT FROM UNLOCKED VEHICLE	160213759	37.7735786121372	-122.411277969882	2016-03-14T07:01:00Z	NONE
ROBBERY	Monday	ROBBERY, BODILY FORCE	160213765	37.7775400880886	-122.419594770553	2016-03-14T09:30:00Z	NONE
ROBBERY	Monday	ROBBERY, ARMED WITH A GUN	160213771	37.7870905204825	-122.400860907814	2016-03-14T09:45:00Z	NONE
ROBBERY	Monday	ROBBERY ON THE STREET, STRONGARM	160213787	37.7827931071006	-122.414056291891	2016-03-14T10:00:00Z	NONE
ASSAULT	Monday	AGGRAVATED ASSAULT WITH BODILY FORCE	160213787	37.7827931071006	-122.414056291891	2016-03-14T10:00:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT BICYCLE	160213806	37.7903312930658	-122.405480762269	2016-03-14T11:10:00Z	NONE
SEX OFFENSES, FORCIBLE	Monday	FORCIBLE RAPE, BODILY FORCE	160213812	37.7850290611875	-122.400473580152	2016-03-14T09:00:00Z	NONE
BURGLARY	Monday	BURGLARY OF RESIDENCE, FORCIBLE ENTRY	160213828	37.7730416879408	-122.493968128367	2016-03-14T11:20:00Z	NONE
TRESPASS	Monday	TRESPASSING	160213840	37.7633123961354	-122.458220811697	2016-03-14T12:44:00Z	ARREST, BOOKED
OTHER OFFENSES	Monday	TRAFFIC VIOLATION	160213856	37.7502652918644	-122.387586780756	2016-03-14T13:38:00Z	ARREST, BOOKED
NON-CRIMINAL	Sunday	DEATH REPORT, CAUSE UNKNOWN	160213862	37.7517260359895	-122.427997868834	2016-03-13T22:16:00Z	NONE
DISORDERLY CONDUCT	Monday	MAINTAINING A PUBLIC NUISANCE	160213878	37.7707537366325	-122.452215018855	2016-03-14T13:53:00Z	ARREST, BOOKED
OTHER OFFENSES	Monday	MISCELLANEOUS STATE MISDEMEANOR	160213878	37.7707537366325	-122.452215018855	2016-03-14T13:53:00Z	ARREST, BOOKED
VEHICLE THEFT	Saturday	STOLEN AUTOMOBILE	160213884	37.763225899873	-122.463104831607	2016-03-12T23:00:00Z	NONE
LARCENY/THEFT	Saturday	PETTY THEFT FROM LOCKED AUTO	160213919	37.7886466255672	-122.412718544555	2016-03-13T00:00:00Z	NONE
SUSPICIOUS OCC	Monday	INVESTIGATIVE DETENTION	160213931	37.7651098786222	-122.418701003284	2016-03-14T14:07:00Z	NONE
OTHER OFFENSES	Saturday	LOST/STOLEN LICENSE PLATE	160213947	37.7532253366853	-122.415175805261	2016-03-13T02:00:00Z	NONE
NON-CRIMINAL	Monday	FOUND PROPERTY	160213969	37.7466569496387	-122.499519486585	2016-03-14T13:30:00Z	NONE
DRUG/NARCOTIC	Monday	POSSESSION OF NARCOTICS PARAPHERNALIA	160213975	37.7598813027993	-122.438118412388	2016-03-14T14:46:00Z	ARREST, BOOKED
NON-CRIMINAL	Monday	AIDED CASE, MENTAL DISTURBED	160213981	37.7851663341318	-122.396331365685	2016-03-14T14:19:00Z	NONE
ASSAULT	Monday	THREATS AGAINST LIFE	160213997	37.7627436601147	-122.421747650463	2016-03-14T14:45:00Z	NONE
OTHER OFFENSES	Monday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160214008	37.7837174333803	-122.437850882558	2016-03-14T14:57:00Z	ARREST, BOOKED
NON-CRIMINAL	Monday	AIDED CASE, MENTAL DISTURBED	160214014	37.7839916768161	-122.408068345148	2016-03-14T14:30:00Z	EXCEPTIONAL CLEARANCE
VEHICLE THEFT	Sunday	STOLEN AUTOMOBILE	160214020	37.7819129193277	-122.465352199094	2016-03-14T04:00:00Z	NONE
OTHER OFFENSES	Monday	TRAFFIC VIOLATION	160214036	37.7258272414524	-122.410514193281	2016-03-14T15:00:00Z	ARREST, BOOKED
OTHER OFFENSES	Monday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160214036	37.7258272414524	-122.410514193281	2016-03-14T15:00:00Z	ARREST, BOOKED
BURGLARY	Monday	BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY	160214042	37.7927898432236	-122.425364132208	2016-03-14T14:55:00Z	NONE
VEHICLE THEFT	Wednesday	STOLEN MOTORCYCLE	160214058	37.7752551506123	-122.435310896707	2016-03-10T02:00:00Z	NONE
OTHER OFFENSES	Monday	TRAFFIC VIOLATION	160214064	37.724912078558	-122.475003009213	2016-03-14T15:53:00Z	ARREST, BOOKED
OTHER OFFENSES	Monday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160214064	37.724912078558	-122.475003009213	2016-03-14T15:53:00Z	ARREST, BOOKED
NON-CRIMINAL	Monday	AIDED CASE, MENTAL DISTURBED	160214070	37.7830529510782	-122.411593095704	2016-03-14T15:56:00Z	NONE
VEHICLE THEFT	Sunday	STOLEN TRUCK	160214086	37.7287295296745	-122.389982996986	2016-03-14T05:00:00Z	NONE
DRUG/NARCOTIC	Monday	POSSESSION OF BASE/ROCK COCAINE	160214105	37.7332252032804	-122.391245623019	2016-03-14T16:00:00Z	ARREST, BOOKED
VANDALISM	Monday	VANDALISM OR GRAFFITI TOOLS, POSSESSION	160214111	37.7717499829743	-122.437022956853	2016-03-07T10:18:00Z	NONE
BURGLARY	Friday	BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY	160214127	37.7721179825299	-122.404287383732	2016-03-11T23:30:00Z	NONE
ASSAULT	Monday	BATTERY	160214133	37.7859431082022	-122.438233585986	2016-03-14T15:55:00Z	NONE
SUSPICIOUS OCC	Friday	SUSPICIOUS OCCURRENCE	160214177	37.7424689556292	-122.466349779642	2016-03-12T00:55:00Z	NONE
NON-CRIMINAL	Sunday	LOST PROPERTY	160214202	37.7883401187101	-122.407591091073	2016-03-13T22:00:00Z	NONE
OTHER OFFENSES	Sunday	LOST/STOLEN LICENSE PLATE	160214218	37.7999024258696	-122.420884450182	2016-03-14T03:00:00Z	NONE
NON-CRIMINAL	Saturday	DEATH REPORT, NATURAL CAUSES	160214224	37.7940684217345	-122.407402176348	2016-03-13T01:00:00Z	NONE
OTHER OFFENSES	Monday	FAILURE TO REGISTER AS SEX OFFENDER	160214246	37.7882961275539	-122.421734189838	2016-03-14T15:20:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Monday	POSSESSION OF METH-AMPHETAMINE	160214246	37.7882961275539	-122.421734189838	2016-03-14T15:20:00Z	ARREST, BOOKED
OTHER OFFENSES	Monday	POSSESSION OF BURGLARY TOOLS	160214246	37.7882961275539	-122.421734189838	2016-03-14T15:20:00Z	ARREST, BOOKED
BURGLARY	Friday	BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE	160214252	37.775420706711	-122.403404791479	2016-03-12T01:00:00Z	NONE
LARCENY/THEFT	Monday	PETTY THEFT BICYCLE	160214268	37.7773103219698	-122.393110640713	2016-03-14T15:20:00Z	NONE
SUSPICIOUS OCC	Monday	INVESTIGATIVE DETENTION	160214274	37.7536737023903	-122.489322837068	2016-03-14T17:05:00Z	NONE
NON-CRIMINAL	Monday	AIDED CASE, DOG BITE	160214296	37.7724629059347	-122.434747874831	2016-03-14T16:50:00Z	NONE
WEAPON LAWS	Monday	POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN	160214309	37.7272973420628	-122.400675956529	2016-03-14T17:22:00Z	ARREST, BOOKED
OTHER OFFENSES	Monday	PAROLE VIOLATION	160214309	37.7272973420628	-122.400675956529	2016-03-14T17:22:00Z	ARREST, BOOKED
OTHER OFFENSES	Monday	TRAFFIC VIOLATION ARREST	160214315	37.7234556762132	-122.454114133559	2016-03-14T16:51:00Z	ARREST, BOOKED
NON-CRIMINAL	Monday	TURNED IN GUN	160214321	37.7627436601147	-122.421747650463	2016-03-14T17:38:00Z	NONE
FORGERY/COUNTERFEITING	Sunday	CHECKS, FORGERY (FELONY)	160214337	37.7755687325824	-122.413980520967	2016-03-06T15:30:00Z	NONE
NON-CRIMINAL	Monday	FOUND PROPERTY	160214343	37.7515025703963	-122.461525408154	2016-03-14T17:20:00Z	NONE
BURGLARY	Friday	BURGLARY, FORCIBLE ENTRY	160214359	37.7782815455989	-122.423329924361	2016-03-11T11:00:00Z	NONE
OTHER OFFENSES	Saturday	LOST/STOLEN LICENSE PLATE	160214365	37.7138096737628	-122.412020681666	2016-03-05T19:00:00Z	NONE
NON-CRIMINAL	Sunday	FOUND PROPERTY	160214371	37.7734305349811	-122.425722704575	2016-03-14T06:00:00Z	NONE
LARCENY/THEFT	Sunday	GRAND THEFT FROM LOCKED AUTO	160214387	37.7833601835095	-122.420906514954	2016-03-14T02:30:00Z	NONE
NON-CRIMINAL	Monday	LOST PROPERTY	160214393	37.7812550935484	-122.45886061567	2016-03-14T17:00:00Z	NONE
VANDALISM	Sunday	MALICIOUS MISCHIEF, VANDALISM	160214412	37.7795180588339	-122.42521142911	2016-03-13T21:00:00Z	NONE
TRESPASS	Monday	TRESPASSING	160214428	37.7117187165051	-122.455399656711	2016-03-14T15:15:00Z	ARREST, BOOKED
VANDALISM	Monday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160214428	37.7117187165051	-122.455399656711	2016-03-14T15:15:00Z	ARREST, BOOKED
MISSING PERSON	Saturday	MISSING ADULT	160214434	37.7595460924587	-122.417016663517	2016-03-12T22:30:00Z	NONE
MISSING PERSON	Saturday	FOUND PERSON	160214434	37.7595460924587	-122.417016663517	2016-03-12T22:30:00Z	NONE
NON-CRIMINAL	Saturday	LOST PROPERTY	160214440	37.8084350175869	-122.410774214375	2016-03-13T04:30:00Z	NONE
OTHER OFFENSES	Monday	TRAFFIC VIOLATION ARREST	160214456	37.7804777480508	-122.412515341356	2016-03-14T18:45:00Z	ARREST, BOOKED
ASSAULT	Sunday	BATTERY	160214484	37.7842973843312	-122.410157073911	2016-03-14T01:00:00Z	NONE
ASSAULT	Monday	BATTERY	160214490	37.7606041298135	-122.43880605381	2016-03-14T18:08:00Z	NONE
ASSAULT	Monday	ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)	160214490	37.7606041298135	-122.43880605381	2016-03-14T18:08:00Z	NONE
BURGLARY	Wednesday	BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY	160214519	37.7797688910306	-122.391686434361	2016-03-10T03:00:00Z	NONE
VEHICLE THEFT	Sunday	STOLEN AUTOMOBILE	160214525	37.7816441555164	-122.4306117479	2016-03-13T20:00:00Z	NONE
BURGLARY	Sunday	BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY	160214547	37.7325070966122	-122.384396871119	2016-03-13T17:00:00Z	NONE
LARCENY/THEFT	Saturday	PETTY THEFT FROM A BUILDING	160214553	37.8006947037442	-122.436775838314	2016-03-13T06:30:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT FROM LOCKED AUTO	160214575	37.7784692199467	-122.513642064265	2016-03-14T18:00:00Z	NONE
MISSING PERSON	Wednesday	MISSING ADULT	160214581	37.7915739862746	-122.413310900175	2016-03-02T08:01:00Z	NONE
OTHER OFFENSES	Monday	TRAFFIC VIOLATION	160214597	37.7323312464378	-122.378392257534	2016-03-14T18:58:00Z	ARREST, BOOKED
OTHER OFFENSES	Monday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160214597	37.7323312464378	-122.378392257534	2016-03-14T18:58:00Z	ARREST, BOOKED
NON-CRIMINAL	Monday	AIDED CASE, MENTAL DISTURBED	160214600	37.7530186537446	-122.418587172219	2016-03-14T17:25:00Z	NONE
NON-CRIMINAL	Monday	DEATH REPORT, CAUSE UNKNOWN	160214616	37.7857382950322	-122.413820070176	2016-03-14T18:20:00Z	NONE
NON-CRIMINAL	Sunday	DEATH REPORT, NATURAL CAUSES	160214622	37.7345717472897	-122.401945292314	2016-03-13T17:00:00Z	NONE
VEHICLE THEFT	Sunday	STOLEN AUTOMOBILE	160214638	37.7489737561703	-122.4192494947	2016-03-14T01:00:00Z	NONE
FRAUD	Monday	CREDIT CARD, THEFT BY USE OF	160214644	37.7690748003847	-122.413354187018	2016-03-07T16:00:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT FROM PERSON	160214650	37.7828276498838	-122.409708423721	2016-03-14T18:46:00Z	NONE
LARCENY/THEFT	Monday	PETTY THEFT SHOPLIFTING	160214650	37.7828276498838	-122.409708423721	2016-03-14T18:46:00Z	NONE
NON-CRIMINAL	Monday	AIDED CASE, MENTAL DISTURBED	160214650	37.7828276498838	-122.409708423721	2016-03-14T18:46:00Z	NONE
OTHER OFFENSES	Monday	RESISTING ARREST	160214666	37.7617677182954	-122.435012093789	2016-03-14T18:39:00Z	NONE
NON-CRIMINAL	Monday	AIDED CASE, MENTAL DISTURBED	160214666	37.7617677182954	-122.435012093789	2016-03-14T18:39:00Z	NONE
OTHER OFFENSES	Friday	FALSE PERSONATION	160214688	37.7835736325203	-122.470843346444	2016-03-04T21:00:00Z	NONE
NON-CRIMINAL	Monday	AIDED CASE, MENTAL DISTURBED	160214694	37.7761558110245	-122.408685885018	2016-03-14T18:00:00Z	NONE
NON-CRIMINAL	Monday	FIRE REPORT	160214713	37.775420706711	-122.403404791479	2016-03-14T17:00:00Z	NONE
LOITERING	Monday	REFUSING TO DISPERSE UPON LAWFUL COMMAND	160214735	37.7890033382139	-122.402346586116	2016-03-14T18:00:00Z	ARREST, BOOKED
TRESPASS	Monday	TRESPASSING	160214735	37.7890033382139	-122.402346586116	2016-03-14T18:00:00Z	ARREST, BOOKED
LARCENY/THEFT	Sunday	GRAND THEFT FROM LOCKED AUTO	160214741	37.7845455355216	-122.422840794653	2016-03-13T21:30:00Z	NONE
ASSAULT	Monday	INFLICT INJURY ON COHABITEE	160214757	37.7170492760956	-122.463600823683	2016-03-14T18:06:00Z	ARREST, BOOKED
VANDALISM	Monday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160214757	37.7170492760956	-122.463600823683	2016-03-14T18:06:00Z	ARREST, BOOKED
VANDALISM	Monday	MALICIOUS MISCHIEF, TIRE SLASHING	160214757	37.7170492760956	-122.463600823683	2016-03-14T18:06:00Z	ARREST, BOOKED
NON-CRIMINAL	Sunday	LOST PROPERTY	160214763	37.7869881885308	-122.410699657634	2016-03-14T06:45:00Z	NONE
WARRANTS	Monday	ENROUTE TO OUTSIDE JURISDICTION	160214779	37.7513277991734	-122.478487751206	2016-03-14T17:54:00Z	ARREST, BOOKED
OTHER OFFENSES	Monday	TRAFFIC VIOLATION	160214791	37.7266056794331	-122.386242331345	2016-03-14T19:25:00Z	ARREST, BOOKED
NON-CRIMINAL	Wednesday	LOST PROPERTY	160214804	37.7828149350394	-122.466034404054	2016-03-10T03:00:00Z	NONE
OTHER OFFENSES	Monday	TRAFFIC VIOLATION	160214810	37.7276689923909	-122.388112672324	2016-03-14T19:30:00Z	ARREST, BOOKED
OTHER OFFENSES	Monday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160214810	37.7276689923909	-122.388112672324	2016-03-14T19:30:00Z	ARREST, BOOKED
ASSAULT	Sunday	BATTERY	160214826	37.7725405391593	-122.466204667893	2016-03-13T19:25:00Z	NONE
SUSPICIOUS OCC	Sunday	SUSPICIOUS OCCURRENCE	160214826	37.7725405391593	-122.466204667893	2016-03-13T19:25:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT OF PROPERTY	160214832	37.8050520228881	-122.432951589917	2016-03-14T15:15:00Z	NONE
DRUG/NARCOTIC	Monday	POSSESSION OF HEROIN	160214854	37.7352172280077	-122.390689582557	2016-03-14T19:36:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Monday	POSSESSION OF NARCOTICS PARAPHERNALIA	160214854	37.7352172280077	-122.390689582557	2016-03-14T19:36:00Z	ARREST, BOOKED
OTHER OFFENSES	Tuesday	TRAFFIC VIOLATION	160214882	37.7770909534023	-122.394985875925	2016-03-15T20:01:00Z	ARREST, BOOKED
OTHER OFFENSES	Tuesday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160214882	37.7770909534023	-122.394985875925	2016-03-15T20:01:00Z	ARREST, BOOKED
DISORDERLY CONDUCT	Monday	COMMITTING PUBLIC NUISANCE	160214901	37.7738631749712	-122.422431962055	2016-03-14T20:00:00Z	ARREST, BOOKED
TRESPASS	Monday	LODGING WITHOUT PERMISSION	160214901	37.7738631749712	-122.422431962055	2016-03-14T20:00:00Z	ARREST, BOOKED
WARRANTS	Monday	WARRANT ARREST	160214917	37.775420706711	-122.403404791479	2016-03-14T19:45:00Z	ARREST, BOOKED
BURGLARY	Sunday	BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY	160214923	37.7592202975893	-122.46331160715	2016-03-13T08:01:00Z	NONE
OTHER OFFENSES	Sunday	LOST/STOLEN LICENSE PLATE	160214939	37.7751421104171	-122.447904554135	2016-03-14T03:00:00Z	NONE
OTHER OFFENSES	Monday	TRAFFIC VIOLATION	160214967	37.7800745746334	-122.420250482603	2016-03-14T20:07:00Z	ARREST, BOOKED
OTHER OFFENSES	Monday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160214967	37.7800745746334	-122.420250482603	2016-03-14T20:07:00Z	ARREST, BOOKED
OTHER OFFENSES	Sunday	LOST/STOLEN LICENSE PLATE	160214973	37.714970324741	-122.454264273625	2016-03-14T03:00:00Z	NONE
LARCENY/THEFT	Sunday	GRAND THEFT FROM LOCKED AUTO	160214989	37.7164802086345	-122.480719798113	2016-03-14T05:00:00Z	NONE
SUSPICIOUS OCC	Monday	INVESTIGATIVE DETENTION	160214995	37.7356949367308	-122.39572186976	2016-03-14T19:59:00Z	NONE
OTHER OFFENSES	Sunday	FALSE PERSONATION AND CHEAT CRIMES (GENERAL)	160215012	37.775420706711	-122.403404791479	2016-03-14T04:10:00Z	UNFOUNDED
NON-CRIMINAL	Sunday	COURTESY REPORT	160215012	37.775420706711	-122.403404791479	2016-03-14T04:10:00Z	UNFOUNDED
NON-CRIMINAL	Sunday	CASE CLOSURE	160215012	37.775420706711	-122.403404791479	2016-03-14T04:10:00Z	UNFOUNDED
NON-CRIMINAL	Monday	DEATH REPORT, CAUSE UNKNOWN	160215028	37.784585134714	-122.415436031905	2016-03-14T20:13:00Z	NONE
DRUG/NARCOTIC	Monday	POSSESSION OF MARIJUANA FOR SALES	160215056	37.7691662978052	-122.45353456066	2016-03-14T20:40:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Monday	SALE OF MARIJUANA	160215056	37.7691662978052	-122.45353456066	2016-03-14T20:40:00Z	ARREST, BOOKED
WARRANTS	Monday	WARRANT ARREST	160215056	37.7691662978052	-122.45353456066	2016-03-14T20:40:00Z	ARREST, BOOKED
LARCENY/THEFT	Monday	GRAND THEFT FROM PERSON	160215062	37.7804777480508	-122.412515341356	2016-03-14T20:30:00Z	NONE
NON-CRIMINAL	Monday	AIDED CASE	160215078	37.7848053746211	-122.413631253258	2016-03-14T20:33:00Z	NONE
SECONDARY CODES	Thursday	JUVENILE INVOLVED	160215090	37.8033613356362	-122.42412350881	2016-03-10T20:00:00Z	NONE
TRESPASS	Thursday	TRESPASSING	160215090	37.8033613356362	-122.42412350881	2016-03-10T20:00:00Z	NONE
SUSPICIOUS OCC	Thursday	SUSPICIOUS OCCURRENCE	160215090	37.8033613356362	-122.42412350881	2016-03-10T20:00:00Z	NONE
ASSAULT	Monday	AGGRAVATED ASSAULT WITH A KNIFE	160215103	37.7924047319625	-122.397387796127	2016-03-14T15:15:00Z	NONE
ASSAULT	Monday	CHILD ABUSE (PHYSICAL)	160215103	37.7924047319625	-122.397387796127	2016-03-14T15:15:00Z	NONE
SECONDARY CODES	Monday	DOMESTIC VIOLENCE	160215103	37.7924047319625	-122.397387796127	2016-03-14T15:15:00Z	NONE
DRUG/NARCOTIC	Monday	POSSESSION OF NARCOTICS PARAPHERNALIA	160215125	37.7676671063296	-122.416696931762	2016-03-14T20:22:00Z	ARREST, BOOKED
TRESPASS	Monday	LODGING WITHOUT PERMISSION	160215125	37.7676671063296	-122.416696931762	2016-03-14T20:22:00Z	ARREST, BOOKED
NON-CRIMINAL	Monday	FOUND PROPERTY	160215131	37.7608878061194	-122.435002864298	2016-03-14T21:00:00Z	NONE
SECONDARY CODES	Monday	JUVENILE INVOLVED	160215147	37.8070362071183	-122.413814292432	2016-03-14T20:10:00Z	NONE
NON-CRIMINAL	Monday	AIDED CASE	160215147	37.8070362071183	-122.413814292432	2016-03-14T20:10:00Z	NONE
NON-CRIMINAL	Monday	AIDED CASE, MENTAL DISTURBED	160215147	37.8070362071183	-122.413814292432	2016-03-14T20:10:00Z	NONE
VEHICLE THEFT	Sunday	STOLEN MOTORCYCLE	160215153	37.7784723184624	-122.436860761821	2016-03-13T19:00:00Z	NONE
ASSAULT	Monday	THREATS AGAINST LIFE	160215169	37.722036232083	-122.393174162423	2016-03-14T20:28:00Z	ARREST, BOOKED
WARRANTS	Monday	ENROUTE TO ADULT AUTHORITY	160215169	37.722036232083	-122.393174162423	2016-03-14T20:28:00Z	ARREST, BOOKED
LARCENY/THEFT	Monday	THEFT FROM MERCHANT OR LIBRARY	160215175	37.7584120495369	-122.419101058487	2016-03-14T19:17:00Z	NONE
NON-CRIMINAL	Monday	AIDED CASE -PROPERTY FOR DESTRUCTION	160215200	37.7299346936044	-122.397744427103	2016-03-14T21:19:00Z	UNFOUNDED
DRUG/NARCOTIC	Monday	SALE OF MARIJUANA	160215222	37.7700527182372	-122.446143672039	2016-03-14T21:25:00Z	ARREST, BOOKED
NON-CRIMINAL	Sunday	DEATH REPORT, CAUSE UNKNOWN	160215238	37.7857382950322	-122.413820070176	2016-03-14T03:00:00Z	NONE
WARRANTS	Monday	ENROUTE TO OUTSIDE JURISDICTION	160215266	37.7833601835095	-122.420906514954	2016-03-14T19:55:00Z	ARREST, BOOKED
WARRANTS	Monday	WARRANT ARREST	160215266	37.7833601835095	-122.420906514954	2016-03-14T19:55:00Z	ARREST, BOOKED
VANDALISM	Friday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160215272	37.7370689933923	-122.413480408319	2016-03-05T07:00:00Z	NONE
VEHICLE THEFT	Monday	STOLEN MOTORCYCLE	160215288	37.7853750846376	-122.416261836834	2016-03-14T13:00:00Z	ARREST, BOOKED
STOLEN PROPERTY	Monday	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING	160215288	37.7853750846376	-122.416261836834	2016-03-14T13:00:00Z	ARREST, BOOKED
SECONDARY CODES	Monday	DOMESTIC VIOLENCE	160215294	37.7721718889461	-122.433761947117	2016-03-14T12:30:00Z	NONE
VANDALISM	Monday	MALICIOUS MISCHIEF, VANDALISM	160215294	37.7721718889461	-122.433761947117	2016-03-14T12:30:00Z	NONE
ASSAULT	Monday	THREATS AGAINST LIFE	160215307	37.7431286289064	-122.475147755784	2016-03-14T19:10:00Z	NONE
OTHER OFFENSES	Monday	INDECENT EXPOSURE	160215313	37.7624591846215	-122.435773846395	2016-03-14T21:21:00Z	ARREST, BOOKED
LARCENY/THEFT	Monday	PETTY THEFT SHOPLIFTING	160215335	37.7867342184983	-122.405895369887	2016-03-14T18:25:00Z	ARREST, BOOKED
VEHICLE THEFT	Friday	STOLEN AUTOMOBILE	160215341	37.7773722278153	-122.441679092898	2016-03-11T20:00:00Z	NONE
NON-CRIMINAL	Saturday	DEATH REPORT, CAUSE UNKNOWN	160215357	37.7816031438671	-122.416351987352	2016-03-12T21:00:00Z	NONE
OTHER OFFENSES	Sunday	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY	160215363	37.7530572681118	-122.481696657319	2016-03-13T20:00:00Z	NONE
OTHER OFFENSES	Monday	MISCELLANEOUS INVESTIGATION	160215379	37.7809727343437	-122.428840433603	2016-03-14T21:50:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT FROM LOCKED AUTO	160215404	37.7565339497722	-122.466861872366	2016-03-14T21:30:00Z	NONE
NON-CRIMINAL	Monday	LOST PROPERTY	160215448	37.7828626236813	-122.417367329727	2016-03-07T16:00:00Z	NONE
DRUG/NARCOTIC	Monday	POSSESSION OF NARCOTICS PARAPHERNALIA	160215454	37.7841504915887	-122.4345637373	2016-03-14T22:51:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Monday	POSSESSION OF NARCOTICS PARAPHERNALIA	160215476	37.7833983074976	-122.424295891275	2016-03-14T22:20:00Z	ARREST, BOOKED
LIQUOR LAWS	Monday	CONSUMING ALCOHOL IN PUBLIC VIEW	160215476	37.7833983074976	-122.424295891275	2016-03-14T22:20:00Z	ARREST, BOOKED
WARRANTS	Monday	WARRANT ARREST	160215476	37.7833983074976	-122.424295891275	2016-03-14T22:20:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Monday	POSSESSION OF MARIJUANA FOR SALES	160215482	37.7692156705894	-122.452706340322	2016-03-14T22:57:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Monday	SALE OF MARIJUANA	160215482	37.7692156705894	-122.452706340322	2016-03-14T22:57:00Z	ARREST, BOOKED
OTHER OFFENSES	Monday	CONSPIRACY	160215482	37.7692156705894	-122.452706340322	2016-03-14T22:57:00Z	ARREST, BOOKED
NON-CRIMINAL	Monday	FOUND PROPERTY	160215498	37.7452610513312	-122.48880987228	2016-03-14T14:00:00Z	NONE
LARCENY/THEFT	Tuesday	PETTY THEFT FROM LOCKED AUTO	160215501	37.7886550266976	-122.432033520387	2016-03-08T21:26:00Z	NONE
MISSING PERSON	Tuesday	MISSING ADULT	160215517	37.7812163786666	-122.457016163474	2016-03-08T23:00:00Z	NONE
MISSING PERSON	Tuesday	FOUND PERSON	160215517	37.7812163786666	-122.457016163474	2016-03-08T23:00:00Z	NONE
NON-CRIMINAL	Monday	AIDED CASE, MENTAL DISTURBED	160215545	37.7828537935674	-122.406226587357	2016-03-14T07:01:00Z	NONE
NON-CRIMINAL	Saturday	LOST PROPERTY	160215551	37.7844788538745	-122.404270179486	2016-03-12T23:00:00Z	NONE
FRAUD	Saturday	ACCESS CARD INFORMATION, THEFT OF	160215567	37.7945175317794	-122.407924523261	2016-03-12T23:29:00Z	NONE
OTHER OFFENSES	Monday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160215573	37.7978641744394	-122.406669739951	2016-03-14T23:29:00Z	ARREST, BOOKED
OTHER OFFENSES	Sunday	FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY	160215589	37.764228935718	-122.419520367886	2016-03-13T23:56:00Z	NONE
SECONDARY CODES	Monday	DOMESTIC VIOLENCE	160215595	37.7272185871621	-122.424171330888	2016-03-14T23:00:00Z	ARREST, BOOKED
VANDALISM	Monday	MALICIOUS MISCHIEF, VANDALISM	160215595	37.7272185871621	-122.424171330888	2016-03-14T23:00:00Z	ARREST, BOOKED
ROBBERY	Saturday	ROBBERY ON THE STREET, STRONGARM	160215608	37.7944525389481	-122.404799424951	2016-03-12T09:00:00Z	NONE
MISSING PERSON	Wednesday	MISSING ADULT	160215620	37.7976687725776	-122.407822401083	2016-03-09T22:30:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT OF PROPERTY	160215636	37.8081660533563	-122.416650482064	2016-03-14T21:58:00Z	NONE
OTHER OFFENSES	Monday	TRAFFIC VIOLATION	160215686	37.7303429363637	-122.382888987083	2016-03-15T00:14:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY	160215692	37.710961868448	-122.43085313104	2016-03-02T17:00:00Z	NONE
ASSAULT	Monday	BATTERY	160215705	37.7870372043685	-122.41827417166	2016-03-14T23:30:00Z	NONE
